budget,genre,gross,name,rating,released,runtime,votes,winner
0,Drama,55389516,The Haunting in Connecticut,PG-13,3/27/09,92,53262,0
40000000,Action,38105077,Ninja Assassin,R,11/25/09,99,60987,0
0,Comedy,90485233,Madea Goes to Jail,PG-13,2/20/09,103,10052,0
15000000,Comedy,5306447,Whatever Works,PG-13,7/3/09,93,62933,0
35000000,Action,10275638,Whiteout,R,9/11/09,101,33530,0
0,Drama,106662,About Elly,Not specified,6/6/09,119,31740,0
22000000,Comedy,723714,Middle Men,R,8/6/10,105,33978,0
0,Comedy,55250026,Ghosts of Girlfriends Past,PG-13,5/1/09,100,71836,0
18500000,Comedy,18439082,The Invention of Lying,PG-13,10/2/09,100,99595,0
8000000,Comedy,10814185,Extract,R,9/4/09,92,39493,0
90000000,Animation,196573705,Ice Age: Dawn of the Dinosaurs,PG,7/1/09,94,182575,0
0,Crime,2084637,A Prophet,R,3/26/10,155,83124,1
0,Comedy,2384044,In the Loop,NOT RATED,9/4/09,106,47137,1
75000000,Animation,219614612,Alvin and the Chipmunks: The Squeakquel,PG,12/23/09,88,34731,0
14000000,Adventure,15483540,A Perfect Getaway,R,8/7/09,98,59667,0
15000000,Drama,13043363,Whip It,PG-13,10/2/09,111,58138,0
200000000,Animation,137855863,A Christmas Carol,PG,11/6/09,96,80819,2
0,Drama,2222647,The White Ribbon,R,3/5/10,144,57685,1
50000000,Action,25450527,The International,R,2/13/09,118,83114,0
0,Comedy,44277350,Confessions of a Shopaholic,PG,2/13/09,104,66680,0
35000000,Comedy,49492060,Old Dogs,PG,11/25/09,100,32674,0
0,Drama,373060,Fish Tank,NOT RATED,1/28/11,123,51481,0
0,Action,23036320,Fighting,PG-13,4/24/09,105,29024,0
8000000,Action,10269307,The Boondock Saints II: All Saints Day,R,12/11/09,118,55823,0
17000000,Crime,27154426,Brooklyn's Finest,R,3/5/10,132,55183,0
2900000,Action,228477,Black Dynamite,R,1/13/10,84,38535,0
22000000,Comedy,33313582,The Informant!,R,9/18/09,108,55457,0
18000000,Comedy,23993605,Observe and Report,R,4/10/09,86,54428,0
13000000,Biography,2035566,Una pareja dispareja,R,1/7/11,102,82466,0
15000000,Comedy,33860010,All About Steve,PG-13,9/4/09,99,34902,0
1700000,Drama,695417,The Girlfriend Experience,R,7/8/09,77,14416,0
18000000,Comedy,22455510,Fame,PG,9/25/09,107,14706,2
18000000,Comedy,14793904,"I Love You, Beth Cooper",PG-13,7/10/09,102,29845,0
18000000,Comedy,15281286,Youth in Revolt,R,1/8/10,90,67707,0
0,Crime,5188972,The Girl Who Kicked the Hornet's Nest,R,11/12/10,147,57185,0
60000000,Comedy,40572825,Duplicity,PG-13,3/20/09,125,43170,0
17000000,Comedy,9451946,Away We Go,R,6/26/09,98,47589,0
3900000,Adventure,688529,Fanboys,PG-13,2/13/09,100,51872,0
7300000,Action,1818681,Harry Brown,R,5/14/10,103,77350,0
8000000,Comedy,16734283,New in Town,PG,1/30/09,97,18623,0
0,Drama,5005465,I Am Love,R,7/23/10,120,15445,1
0,Adventure,2534351,Sin Nombre,R,4/17/09,96,27573,0
20000000,Crime,1697956,Bad Lieutenant: Port of Call New Orleans,R,12/11/09,122,67565,0
5000000,Drama,296441,Thirst,R,7/9/10,133,33954,0
16000000,Horror,11956207,Sorority Row,R,9/11/09,101,25255,0
60000000,Biography,31670931,The Soloist,PG-13,4/24/09,117,45900,0
4500000,Drama,108229,After.Life,R,6/24/11,100,32597,0
0,Drama,17595,Cracks,R,3/18/11,104,16664,0
800000,Comedy,41709,Dead Snow,NOT RATED,1/9/09,100,57777,0
0,Biography,1445366,Nowhere Boy,R,10/15/10,98,30580,0
0,Action,17365,Bitch Slap,R,11/6/09,109,12478,0
0,Comedy,15388,Paper Man,R,5/1/14,110,16398,0
0,Drama,1808,Now & Later,Not specified,2/18/11,99,1040,0
0,Biography,6109075,Coco Before Chanel,PG-13,11/6/09,105,34008,0
45000000,Animation,25200412,Aliens in the Attic,PG,7/31/09,86,17909,0
0,Action,36039,District 13: Ultimatum,R,2/18/09,101,39096,0
18000000,Action,8742261,Street Fighter: La leyenda,PG-13,2/27/09,96,20580,0
0,Animation,686383,The Secret of Kells,NOT RATED,2/11/09,100,25381,1
21000000,Adventure,8855646,Everybody's Fine,PG-13,12/4/09,100,52792,0
150000000,Animation,119436770,G-Force,PG,7/24/09,88,35516,0
18000000,Drama,22927390,Love Happens,PG-13,9/18/09,100,27008,0
0,Comedy,221210,World's Greatest Dad,R,9/24/10,99,33634,0
40000000,Comedy,20916309,Shorts,PG,8/21/09,89,5645,0
19000000,Crime,454149,Crossing Over,R,7/24/09,113,20514,0
5000000,Drama,1474508,The Joneses,R,4/23/10,96,35116,0
70000000,Adventure,35922978,The Pink Panther 2,PG,2/6/09,92,35845,0
0,Drama,90820,Carriers,PG-13,9/16/09,100,37265,0
0,Action,828,Perrier's Bounty,R,3/26/10,88,5514,0
65000000,Animation,19548064,Astro Boy,PG,10/23/09,94,27771,0
70000000,Animation,42086887,Planeta 51,PG,11/20/09,91,43788,0
0,Drama,20585,Love and Other Impossible Pursuits,R,3/18/11,119,16454,0
58000000,Comedy,29580087,Did You Hear About the Morgans?,PG-13,12/18/09,100,31604,0
23000000,Comedy,2708188,ChÈri,R,7/17/09,100,9380,0
0,Comedy,400654,Today's Special,R,11/11/09,99,4749,0
22000000,Action,12232937,12 Rounds,PG-13,3/27/09,108,24250,0
40000000,Adventure,14241034,Amelia,PG,10/23/09,111,10609,0
18000000,Drama,5014305,Broken Embraces,R,1/15/10,127,33400,0
30000000,Biography,7443007,Taking Woodstock,R,8/28/09,120,25866,0
5600000,Horror,27766,[Rec] 2,R,10/23/09,85,59366,0
0,Comedy,15102127,"The Goods: Live Hard, Sell Hard",R,8/14/09,89,18361,0
10000000,Biography,449558,The Damned United,R,3/27/09,98,34976,0
3500000,Comedy,44462,Defendor,R,5/13/10,101,32840,0
27000000,Action,15988876,Armored,PG-13,12/4/09,88,27251,0
15000000,Comedy,4360548,Solitary Man,R,6/25/10,90,14100,0
0,Comedy,1425993,I Hope They Serve Beer in Hell,R,9/25/09,105,7631,0
17000000,Comedy,8662318,My Life in Ruins,PG-13,6/5/09,98,16145,0
6000000,Comedy,6670712,City Island,PG-13,4/30/10,104,28292,0
800000,Crime,166980,The Disappearance of Alice Creed,R,4/30/10,100,22135,0
0,Drama,2277396,Adam,PG-13,8/28/09,99,30860,1
0,Crime,425025,The Limits of Control,R,12/11/09,116,17001,0
8000000,Comedy,100503,The Good Guy,R,2/19/10,100,8288,0
4000000,Comedy,101740,Survival of the Dead,R,5/6/10,90,18336,0
6500000,Drama,66637,The Messenger,R,12/4/09,113,30893,1
0,Comedy,41588,The Slammin' Salmon,R,1/17/09,100,11324,0
0,Animation,78182,Summer Wars,PG,8/1/09,114,19440,0
7500000,Drama,9176553,Get Low,PG-13,8/27/10,103,19987,0
12000000,Drama,548934,Ondine,PG-13,4/6/11,111,17919,0
5000000,Drama,518522,Tetro,R,9/23/11,127,11077,0
0,Comedy,77126,Mystery Team,R,1/17/09,97,7956,0
0,Biography,6616974,The Last Station,R,2/26/10,112,16078,1
10000000,Thriller,1785,The Canyon,R,10/23/09,100,3453,0
13000000,Comedy,51733921,I Can Do Bad All by Myself,PG-13,9/11/09,100,8640,0
0,Animation,347136,Arthur and the Revenge of Maltazard,PG,10/1/10,93,6110,0
3000000,Drama,5005,Tanner Hall,R,1/15/15,96,2545,0
25000000,Crime,32409,Beyond a Reasonable Doubt,PG-13,9/10/10,106,11153,0
160000000,Action,292576195,Inception,PG-13,7/16/10,148,1629342,2
13000000,Drama,106954678,Black Swan,R,12/17/10,108,594148,2
60000000,Action,31494270,Scott Pilgrim vs. the World,PG-13,8/13/10,112,302029,0
80000000,Mystery,128012934,Shutter Island,R,2/19/10,138,883895,0
0,Adventure,295983305,Harry Potter and the Deathly Hallows: Part 1,PG-13,11/19/10,146,368576,0
30000000,Action,48071303,Kick-Ass,R,4/16/10,117,465530,0
20000000,Comedy,31584722,She's Out of My League,R,3/12/10,100,107464,0
125000000,Action,163214888,Clash of the Titans,PG-13,4/2/10,106,241875,0
6800000,Drama,6857096,Incendies,R,7/29/11,131,97935,1
1500000,Horror,54009150,Insidious,PG-13,4/1/11,103,226632,0
40000000,Biography,96962694,The Social Network,PG-13,10/1/10,120,521956,2
69000000,Animation,251513985,Despicable Me,PG,7/9/10,95,422190,0
37000000,Crime,92186262,The Town,R,9/17/10,125,299626,1
260000000,Animation,200821936,Tangled,PG,11/24/10,100,325621,1
95000000,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,2/12/10,118,152255,0
15000000,Biography,138797449,The King's Speech,R,12/25/10,118,544927,2
8000000,Comedy,58401464,Easy A,PG-13,9/17/10,92,301623,0
200000000,Action,312433331,Iron Man 2,PG-13,5/7/10,124,571416,1
30000000,Comedy,32367005,Love & Other Drugs,R,11/24/10,112,154701,0
170000000,Action,172062763,TRON: Legacy,PG,12/17/10,100,278124,0
26000000,Action,40168080,Legion,R,1/22/10,100,85724,0
200000000,Adventure,334191110,Alice in Wonderland,PG,3/5/10,108,331389,2
38000000,Adventure,171243005,True Grit,PG-13,12/22/10,110,259855,2
35000000,Horror,63075011,A Nightmare on Elm Street,R,4/30/10,95,79930,0
58000000,Action,90380162,RED,PG-13,10/15/10,111,254554,0
80000000,Action,94835059,The Book of Eli,R,1/15/10,118,246433,0
100000000,Comedy,95347692,Sex and the City 2,R,5/27/10,146,63699,0
110000000,Action,77222099,The A-Team,PG-13,6/11/10,117,222505,0
117000000,Action,76423035,Knight and Day,PG-13,6/23/10,109,157815,0
200000000,Animation,415004880,Toy Story 3,G,6/18/10,103,603472,2
3500000,Drama,9737892,Blue Valentine,R,1/28/11,112,154714,1
2000000,Crime,93051,I Spit on Your Grave,R,3/4/11,108,61717,0
165000000,Animation,217581231,How to Train Your Dragon,PG,3/26/10,98,538360,1
16000000,Drama,19068240,Remember Me,PG-13,3/12/10,113,121432,1
200000000,Action,90759676,Prince of Persia: The Sands of Time,PG-13,5/28/10,116,237542,0
0,Comedy,4216789,Greenberg,R,3/26/10,107,31477,0
25000000,Biography,93617009,The Fighter,R,12/17/10,116,294996,2
15000000,Drama,2434652,Never Let Me Go,R,10/15/10,103,118784,0
80000000,Comedy,162001186,Grown Ups,PG-13,6/25/10,102,194404,0
35000000,Comedy,29197642,Nanny McPhee Returns,PG,8/20/10,109,21695,0
20000000,Horror,45710178,Saw 3D: The Final Chapter,R,10/29/10,90,74021,0
0,Comedy,223838,Tucker and Dale vs Evil,R,12/9/10,89,140517,0
200000000,Action,105269730,Robin Hood,PG-13,5/14/10,140,224548,1
110000000,Action,118311368,Salt,PG-13,7/23/10,100,259831,1
80000000,Action,103068524,The Expendables,R,8/13/10,103,288429,0
150000000,Action,131564731,The Last Airbender,PG,7/1/10,103,127467,0
38000000,Comedy,53374681,Life as We Know It,PG-13,10/8/10,100,103763,0
55000000,Comedy,98711404,Date Night,PG-13,4/9/10,88,135458,0
55000000,Drama,39440655,Burlesque,PG-13,11/24/10,119,65689,0
18000000,Adventure,18335230,127 Hours,R,1/28/11,94,299503,1
40000000,Action,52000688,Predators,R,7/9/10,107,182863,0
35000000,Crime,21148651,The Next Three Days,PG-13,11/19/10,133,155358,0
100000000,Action,119219978,The Other Guys,PG-13,8/6/10,107,204044,0
19000000,Comedy,25918920,Leap Year,PG,1/8/10,100,77685,0
40000000,Action,176591618,The Karate Kid,PG,6/11/10,140,131784,1
68000000,Adventure,300531751,The Twilight Saga: Eclipse,PG-13,6/30/10,124,195941,0
0,Comedy,304137,Four Lions,R,5/7/10,97,61262,0
0,Crime,578382,All Good Things,R,6/3/11,101,45225,0
55000000,Comedy,32669555,When in Rome,PG-13,1/29/10,91,53883,0
2000000,Drama,6531503,Winter's Bone,R,7/16/10,100,118433,1
24000000,Comedy,25003155,Piranha 3D,R,8/20/10,88,76489,0
36000000,Comedy,50287556,Hot Tub Time Machine,R,3/26/10,101,145648,0
100000000,Action,81562942,Unstoppable,PG-13,11/12/10,98,160551,1
24000000,Action,23240020,Faster,R,11/24/10,98,85407,0
12000000,Action,122288,Centurion,R,7/30/10,97,69188,0
15000000,Adventure,26161406,Ramona and Beezus,G,7/23/10,100,14808,0
0,Action,128392,I Saw the Devil,NOT RATED,8/12/10,141,81507,0
15000000,Comedy,64003625,Diary of a Wimpy Kid,PG,3/19/10,100,35256,0
52000000,Comedy,110485654,Valentine's Day,PG-13,2/12/10,125,100570,0
80000000,Crime,43313890,Edge of Darkness,R,1/29/10,117,79774,0
44000000,Drama,31162545,Charlie St. Cloud,PG-13,7/30/10,100,50872,0
20000000,Drama,12134420,Let Me In,R,10/1/10,116,99166,0
130000000,Animation,148415853,Megamind,PG,11/5/10,95,188234,0
3000000,Drama,1028658,Sepultado,R,10/15/10,95,127979,0
165000000,Animation,238371987,Shrek Forever After,PG,5/21/10,93,150636,0
14000000,Comedy,1752214,Flipped,PG,9/10/10,100,67346,0
100000000,Action,67631157,The Tourist,PG-13,12/10/10,103,190376,0
20000000,Comedy,25702053,You Again,PG,9/24/10,100,43588,0
155000000,Adventure,104386950,The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,12/10/10,113,116260,0
10500000,Action,26593646,Machete,R,9/3/10,105,173229,0
0,Drama,237301,Monsters,R,11/4/11,94,80354,0
150000000,Action,63150991,The Sorcerer's Apprentice,PG,7/14/10,109,133390,0
70000000,Drama,52474616,Wall Street: Money Never Sleeps,PG-13,9/24/10,133,88518,0
0,Action,6460,The Man from Nowhere,R,8/5/10,119,48823,0
25000000,Drama,80014842,Dear John,PG-13,2/5/10,108,115712,1
60000000,Drama,80574010,Eat Pray Love,PG-13,8/13/10,133,69859,0
65000000,Comedy,100539043,Due Date,R,11/5/10,95,287021,0
0,Action,1120914,Secretos Peligrosos,R,8/26/11,112,27033,0
25000000,Action,23580735,The Losers,PG-13,4/23/10,97,78545,0
20000000,Horror,39123589,The Crazies,R,2/26/10,101,98210,0
8000000,Comedy,6350058,It's Kind of a Funny Story,PG-13,10/8/10,101,116014,0
100000000,Comedy,148383780,Little Fockers,PG-13,12/22/10,98,91634,0
2500000,Comedy,322157,Super,R,6/10/11,100,65689,0
0,Comedy,60974475,Get Him to the Greek,R,6/4/10,109,153864,0
0,Adventure,2701859,The Way Back,PG-13,1/21/11,133,94377,1
20000000,Drama,62950384,The Last Song,PG,3/31/10,100,66108,0
0,Action,22554,Black Death,R,6/11/10,102,38417,0
0,Crime,1044039,Animal Kingdom,R,6/3/10,113,48461,1
0,Comedy,10822,Elektra Luxx,R,3/14/10,100,6197,0
60000000,Action,60128566,Resident Evil: Afterlife,R,9/10/10,96,143707,0
0,Drama,5101237,Biutiful,R,2/4/11,148,74415,1
10000000,Horror,33583175,Devil,PG-13,9/17/10,80,112284,0
19000000,Comedy,27758465,The Switch,PG-13,8/20/10,100,83839,0
45000000,Drama,15541549,The Ghost Writer,PG-13,3/19/10,128,140059,0
150000000,Drama,61979680,The Wolfman,R,2/12/10,103,93175,2
0,Drama,98986,Last Night,R,9/16/11,93,41908,0
20000000,Action,57744720,Takers,PG-13,8/27/10,107,49828,0
47000000,Action,10539414,Jonah Hex,PG-13,6/18/10,81,48504,0
0,Comedy,255179,Boy,NOT RATED,3/25/10,87,11504,0
35000000,Comedy,37490007,The Back-up Plan,PG-13,4/23/10,104,43272,0
40000000,Action,67061228,The Bounty Hunter,PG-13,3/19/10,110,103868,0
10000000,Biography,3571735,The Runaways,R,3/19/10,106,41586,0
0,Comedy,466702,Submarine,R,3/18/11,97,72965,0
10000000,Action,21371425,Skyline,PG-13,11/12/10,97,78787,0
120000000,Comedy,30212620,How Do You Know,PG-13,12/17/10,100,37605,0
0,Thriller,243390,Frozen,R,6/4/10,93,57244,2
7000000,Comedy,1768416,Somewhere,R,1/21/11,97,38036,0
20000000,Drama,31177548,The Debt,R,8/31/11,113,57945,0
3200000,Comedy,5790894,Beginners,R,8/26/11,105,78833,2
75000000,Action,47059963,Killers,PG-13,6/4/10,100,77029,0
0,Adventure,4430650,The Way,PG-13,11/19/10,100,25187,0
30000000,Adventure,53032453,Letters to Juliet,PG,5/14/10,100,79868,0
5000000,Drama,2229058,Rabbit Hole,PG-13,1/28/11,91,42926,1
9500000,Crime,120016,Trust,R,3/9/12,106,36805,0
0,Drama,252652,Trollhunter,PG-13,11/11/11,103,58841,0
52000000,Action,23979741,ParÌs en la Mira,R,2/5/10,92,102224,0
0,Comedy,73026337,Dinner for Schmucks,PG-13,7/30/10,114,84651,0
100000000,Action,35053660,Green Zone,R,3/12/10,115,116142,0
3500000,Comedy,20811365,The Kids Are All Right,R,7/30/10,106,115520,1
50000000,Drama,32746941,Hereafter,PG-13,10/22/10,129,83345,1
28000000,Action,24268828,The Spy Next Door,PG,1/15/10,94,33070,0
20000000,Crime,35606376,The American,R,9/1/10,105,82995,0
8000000,Action,117190,Wild Target,PG-13,6/18/10,98,31864,0
6000000,Action,802524,13 Assassins,R,9/25/10,141,54145,0
80000000,Animation,55675313,Legend of the Guardians: The Owls of Ga'Hoole,PG,9/24/10,97,69624,0
22000000,Biography,9528092,Fair Game,PG-13,12/3/10,108,40837,0
37000000,Action,44875481,Cop Out,R,2/26/10,107,78157,0
30000000,Drama,42400223,Step Up 3D,PG-13,8/6/10,107,50180,0
23000000,Animation,19202743,The Secret World of Arrietty,G,2/17/12,94,59799,0
20000000,Comedy,42739347,Death at a Funeral,R,4/16/10,92,38627,0
25000000,Fantasy,24042490,Don't Be Afraid of the Dark,R,8/26/11,99,42545,0
12000000,Adventure,4018695,My Name Is Khan,PG-13,2/12/10,165,81130,0
32000000,Action,13794835,Repo Men,R,3/19/10,111,91561,0
20000000,Adventure,36661504,Vampires Suck,PG-13,8/18/10,82,41062,0
40000000,Comedy,31011732,Morning Glory,PG-13,11/10/10,100,62536,2
15000000,Drama,4439063,The Company Men,R,2/11/11,104,38636,0
0,Comedy,408719,I'm Still Here,R,10/7/11,108,17059,0
48000000,Comedy,60022256,Tooth Fairy,PG,1/22/10,101,33336,0
650000,Drama,18469,Stake Land,R,12/9/11,98,36801,0
0,Comedy,7502560,La versiÛn de mi vida,R,2/18/11,134,22030,0
35000000,Biography,59713955,Secretariat,PG,10/8/10,123,22288,0
500000,Comedy,98017,Rubber,R,11/10/10,82,28442,0
0,Comedy,560101,Tamara Drewe,R,9/10/10,107,18147,0
22000000,Comedy,3247816,You Will Meet a Tall Dark Stranger,R,10/22/10,100,39014,0
0,Action,205675,Ip Man 2,R,4/29/10,108,78917,0
13000000,Crime,214966,The Killer Inside Me,R,12/17/10,109,30060,0
112000000,Adventure,42779261,Gulliver's Travels,PG,12/25/10,85,56336,1
25000000,Comedy,206088,Little White Lies,NOT RATED,10/20/10,134,20148,0
10000000,Action,8460995,MacGruber,R,5/21/10,90,37743,0
3000000,Horror,84752907,Paranormal Activity 2,R,10/22/10,91,87197,0
1800000,Drama,41034350,El ˙ltimo exorcismo,PG-13,8/27/10,87,43587,0
22000000,Drama,1796024,Stone,R,10/22/10,105,36456,0
32000000,Comedy,17804299,Going the Distance,R,9/3/10,100,52508,1
7000000,Comedy,382946,Hesher,R,6/25/11,106,46153,0
0,Drama,62985,Heartbeats,NOT RATED,2/15/15,101,21449,0
8000000,Drama,3669,Passion Play,R,1/1/11,94,7540,0
0,Action,188870,Easy Money,R,1/15/10,124,14513,0
4000000,Comedy,53630,Dirty Girl,R,7/7/11,90,9432,0
12500000,Biography,6783129,Conviction,R,11/5/10,107,37145,0
0,Action,100119,Elite Squad: The Enemy Within,UNRATED,10/8/10,115,70700,0
25000000,Crime,6911,London Boulevard,R,11/26/10,103,42460,0
25000000,Crime,11538204,The Conspirator,PG-13,4/15/11,122,25030,0
0,Comedy,25517,Waiting for Forever,PG-13,2/4/11,100,18609,0
20000000,Comedy,277943,The Tempest,PG-13,1/7/11,110,6589,1
7000000,Comedy,7455447,Cyrus,R,7/16/10,91,31320,0
80000000,Animation,100246011,Yogi Bear,PG,12/17/10,100,17533,0
15000000,Drama,20218921,Country Strong,PG-13,1/7/11,117,15478,1
0,Comedy,2014922,The Trip,NOT RATED,4/24/11,112,18884,0
500000,Comedy,48430,The Perfect Host,R,5/7/11,100,21832,0
0,Sci-Fi,56129,Beyond the Black Rainbow,R,4/22/11,110,7662,0
10000000,Comedy,4833,Burke and Hare,R,9/9/11,91,17228,0
0,Drama,977600,Meek's Cutoff,PG,4/15/11,104,9252,0
0,Comedy,116478,Kaboom,UNRATED,10/6/10,86,11100,0
0,Drama,1008098,In a Better World,R,12/22/11,100,34566,2
25000000,Biography,134904,Love Ranch,R,1/6/11,100,2558,0
7200000,Biography,1094798,Made in Dagenham,R,6/3/11,113,11904,0
4500000,Comedy,103280,The Romantics,PG-13,5/26/10,100,10547,0
0,Action,181591,Twelve,R,8/6/10,100,11139,0
0,Comedy,40029,The Last Circus,R,12/17/10,107,11108,0
5000000,Comedy,2711210,Everything Must Go,R,10/14/11,97,43290,0
45000000,Action,5664251,The Warrior's Way,R,12/3/10,100,23178,0
25000000,Horror,14637490,My Soul to Take,R,10/8/10,100,17312,0
31000000,Drama,11854694,Extraordinary Measures,PG,1/22/10,106,14980,0
0,Drama,37721949,For Colored Girls,R,11/5/10,100,6359,0
800000,Comedy,62000,Hatchet II,R,11/1/10,85,10103,0
50000000,Comedy,33644788,Marmaduke,PG,6/4/10,100,12104,0
0,Comedy,504030,Heartbreaker,NOT RATED,10/21/11,105,22456,0
0,Comedy,215576,Happythankyoumoreplease,R,3/3/11,100,27342,0
0,Drama,23787,La vida seg˙n Attenberg,NOT RATED,9/30/11,97,4798,0
0,Comedy,85789,A Little Help,R,7/22/11,100,2787,0
0,Drama,558342,Even the Rain,UNRATED,1/5/11,103,10681,0
0,Thriller,20960,Red Hill,R,11/5/10,95,7518,0
0,Drama,149757,The Housemaid,NOT RATED,1/26/11,106,7482,0
20000000,Action,1183354,Dylan Dog: Dead of Night,PG-13,4/29/11,100,13559,0
0,Drama,1337384,Certified Copy,NOT RATED,3/25/11,106,16271,0
15000000,Biography,1039869,Casino Jack,R,1/7/11,108,15443,0
0,Action,1602466,Kites: M·s all· de las fronteras,NOT RATED,5/21/10,123,10542,0
0,Drama,7691700,La llave de Sarah,PG-13,7/22/11,102,13938,0
12000000,Comedy,101882,Henry's Crime,R,1/14/11,108,16513,0
0,Drama,152857,Welcome to the Rileys,R,11/18/11,100,21126,0
0,Biography,693181,Frankie & Alice,R,8/12/14,100,4201,0
0,Drama,13068,Norwegian Wood,NOT RATED,12/11/10,133,9497,0
85000000,Action,43585753,Cats & Dogs: The Revenge of Kitty Galore,PG,7/30/10,100,11161,0
35000000,Comedy,17596256,Furry Vengeance,PG,4/30/10,100,13245,0
0,Comedy,183605,Uncle Boonmee Who Can Recall His Past Lives,NOT RATED,3/4/11,114,10329,0
0,Comedy,1017335,Guzaarish,Not specified,11/19/10,126,13312,0
0,Comedy,3205706,Another Year,PG-13,2/4/11,129,24862,1
